sample_ID1	sample_ID2	Total_cM	Segment_Count
NA18503	NA18517	11.425	2
NA18503	NA18518	7.394	1
NA18503	NA18520	8.404	2
NA18503	NA18521	11.563	2
NA18503	NA18522	13.656	3
NA18503	NA18523	7.536	1
NA18503	NA18853	8.109	2
NA18503	NA18854	7.825	2
NA18503	NA18856	3.24	1
NA18503	NA18857	11.643	3
NA18503	NA18859	4.026	1
NA18503	NA18861	5.546	1
NA18503	NA18862	3.079	1
NA18503	NA18863	9.572	2
NA18503	NA18865	10.262	2
NA18503	NA18867	12.628	3
NA18503	NA18868	9.068	2
NA18503	NA18869	11.434	2
NA18503	NA18870	4.025	1
NA18503	NA18871	4.202	1
NA18503	NA18872	8.314	2
NA18503	NA18873	14.499	3
NA18503	NA18874	9.567	3
NA18503	NA18875	11.419	2
NA18503	NA18876	7.536	1
NA18503	NA18877	6.391	2
NA18503	NA18878	5.547	1
NA18503	NA18879	12.766	3
NA18503	NA18881	3.106	1
NA18503	NA18906	7.405	1
NA18503	NA18908	4.983	1
NA18503	NA18909	8.734	2
NA18503	NA18910	8.051	2
NA18503	NA18911	9.573	2
NA18503	NA18913	6.384	2
NA18503	NA18914	3.106	1
NA18503	NA18916	7.617	2
NA18503	NA18917	13.059	3
NA18503	NA18923	7.876	3
NA18503	NA18924	6.382	2
NA18503	NA18925	6.383	2
NA18503	NA18930	9.596	2
NA18503	NA18933	10.947	1
NA18503	NA18934	4.983	1
NA18503	NA18935	10.948	1
NA18503	NA19093	5.549	1
NA18503	NA19094	11.426	2
NA18503	NA19095	11.562	2
NA18503	NA19096	10.361	2
NA18503	NA19097	22.072	3
NA18503	NA19098	4.363	1
NA18503	NA19099	3.081	1
NA18503	NA19100	11.423	2
NA18503	NA19101	5.558	1
NA18503	NA19102	8.964	2
NA18503	NA19103	9.57	3
NA18503	NA19107	9.064	2
NA18503	NA19108	9.408	2
NA18503	NA19109	11.425	2
NA18503	NA19113	11.435	2
NA18503	NA19114	7.397	1
NA18503	NA19115	11.423	2
NA18503	NA19116	2.366	1
NA18503	NA19117	9.584	2
NA18503	NA19118	6.211	1
NA18503	NA19119	7.399	1
NA18503	NA19120	10.573	2
NA18503	NA19121	7.538	1
NA18503	NA19122	8.985	2
NA18503	NA19123	9.46	1
NA18503	NA19127	10.723	3
NA18503	NA19128	4.975	1
NA18503	NA19129	6.625	1
NA18503	NA19130	4.975	1
NA18503	NA19132	6.535	1
NA18503	NA19137	9.086	2
NA18503	NA19138	7.401	1
NA18503	NA19139	11.561	2
NA18503	NA19140	5.392	2
NA18503	NA19141	13.354	2
NA18503	NA19142	11.423	2
NA18503	NA19143	8.388	2
NA18503	NA19144	10.701	2
NA18503	NA19145	7.108	2
NA18503	NA19146	11.98	3
NA18503	NA19148	4.028	1
NA18503	NA19149	8.387	2
NA18503	NA19150	7.064	2
NA18503	NA19151	11.426	2
NA18503	NA19152	11.425	2
NA18503	NA19153	4.027	1
NA18503	NA19154	14.968	2
NA18503	NA19159	5.042	1
NA18503	NA19160	12.244	1
NA18503	NA19161	16.272	2
NA18503	NA19171	4.027	1
NA18503	NA19172	4.314	1
NA18503	NA19173	7.536	1
NA18503	NA19174	13.357	2
NA18503	NA19175	13.354	2
NA18503	NA19176	11.47	3
NA18503	NA19177	8.382	2
NA18503	NA19184	12.097	3
NA18503	NA19185	6.573	2
NA18503	NA19186	15.114	3
NA18503	NA19189	11.886	2
NA18503	NA19190	10.698	2
NA18503	NA19191	10.63	3
NA18503	NA19197	6.097	2
NA18503	NA19199	5.1	2
NA18503	NA19200	4.044	1
NA18503	NA19201	6.545	1
NA18503	NA19202	12.188	3
NA18503	NA19203	8.388	2
NA18503	NA19204	6.383	2
NA18503	NA19205	7.398	1
NA18503	NA19206	10.643	2
NA18503	NA19207	6.545	1
NA18503	NA19208	10.333	3
NA18503	NA19209	10.121	3
NA18503	NA19210	4.025	1
NA18503	NA19211	7.087	2
NA18503	NA19213	14.261	4
NA18503	NA19214	9.065	2
NA18503	NA19215	14.379	2
NA18503	NA19221	10.657	3
NA18503	NA19223	10.963	2
NA18503	NA19224	9.933	2
NA18503	NA19225	8.593	2
NA18503	NA19226	3.032	1
NA18503	NA19235	7.408	1
NA18503	NA19236	3.664	1
NA18503	NA19237	16.528	2
NA18503	NA19238	9.064	2
NA18503	NA19239	2.783	1
NA18503	NA19240	11.434	2
NA18503	NA19247	10.46	2
NA18503	NA19248	6.389	2
NA18503	NA19249	12.074	3
NA18503	NA19256	16.862	4
NA18503	NA19257	6.33	2
NA18503	NA19258	13.866	3
NA18504	NA18485	3.787	1
NA18504	NA18497	6.212	1
NA18504	NA18498	3.556	1
NA18504	NA18499	3.174	1
NA18504	NA18500	6.208	1
NA18504	NA18501	3.614	1
NA18504	NA18502	5.349	1
NA18504	NA18505	5.125	1
NA18504	NA18506	13.793	3
NA18504	NA18511	6.212	1
NA18504	NA18515	6.212	1
NA18504	NA18516	6.852	2
NA18504	NA18517	6.212	1
NA18504	NA18518	6.212	1
NA18504	NA18519	4.128	1
NA18504	NA18521	12.6	2
NA18504	NA18522	3.496	1
NA18504	NA18853	9.767	2
NA18504	NA18854	6.732	2
NA18504	NA18856	7.475	2
NA18504	NA18858	6.49	1
NA18504	NA18861	3.176	1
NA18504	NA18863	5.347	1
NA18504	NA18867	6.662	2
NA18504	NA18868	3.156	1
NA18504	NA18869	5.468	1
NA18504	NA18871	3.787	1
NA18504	NA18872	3.873	1
NA18504	NA18874	2.483	1
NA18504	NA18875	6.208	1
NA18504	NA18876	10.64	2
NA18504	NA18877	3.936	1
NA18504	NA18878	6.212	1
NA18504	NA18881	5.463	1
NA18504	NA18906	6.208	1
NA18504	NA18908	3.787	1
NA18504	NA18909	3.787	1
NA18504	NA18911	3.614	1
NA18504	NA18914	5.468	1
NA18504	NA18916	9.677	2
NA18504	NA18917	3.787	1
NA18504	NA18923	5.665	2
NA18504	NA18925	5.042	1
NA18504	NA18930	6.493	1
NA18504	NA18933	6.212	1
NA18504	NA18934	3.787	1
NA18504	NA18935	5.347	1
NA18504	NA19093	3.192	1
NA18504	NA19094	5.044	1
NA18504	NA19095	6.212	1
NA18504	NA19096	3.85	1
NA18504	NA19097	6.212	1
NA18504	NA19098	3.176	1
NA18504	NA19100	6.208	1
NA18504	NA19101	12.701	2
NA18504	NA19102	2.473	1
NA18504	NA19103	5.511	2
NA18504	NA19107	3.85	1
NA18504	NA19108	4.196	1
NA18504	NA19109	6.212	1
NA18504	NA19113	6.212	1
NA18504	NA19114	6.212	1
NA18504	NA19115	8.134	1
NA18504	NA19117	4.36	1
NA18504	NA19118	6.212	1
NA18504	NA19120	6.212	1
NA18504	NA19121	6.212	1
NA18504	NA19123	6.212	1
NA18504	NA19128	3.787	1
NA18504	NA19129	6.212	1
NA18504	NA19130	8.219	2
NA18504	NA19131	4.432	1
NA18504	NA19132	8.791	2
NA18504	NA19138	6.211	1
NA18504	NA19139	5.347	1
NA18504	NA19141	5.958	2
NA18504	NA19142	8.675	2
NA18504	NA19143	3.176	1
NA18504	NA19144	4.359	1
NA18504	NA19148	2.715	1
NA18504	NA19151	5.044	1
NA18504	NA19152	6.211	1
NA18504	NA19153	4.432	1
NA18504	NA19154	4.441	1
NA18504	NA19160	10.718	2
NA18504	NA19161	6.212	1
NA18504	NA19172	4.317	1
NA18504	NA19173	8.132	1
NA18504	NA19174	6.212	1
NA18504	NA19175	3.174	1
NA18504	NA19176	4.639	1
NA18504	NA19177	3.174	1
NA18504	NA19184	7.533	1
NA18504	NA19185	3.556	1
NA18504	NA19186	9.768	2
NA18504	NA19190	9.706	3
NA18504	NA19191	2.347	1
NA18504	NA19197	5.109	2
NA18504	NA19199	5.079	2
NA18504	NA19201	3.174	1
NA18504	NA19206	3.038	1
NA18504	NA19207	4.359	1
NA18504	NA19208	3.038	1
NA18504	NA19213	5.689	2
NA18504	NA19215	5.467	1
NA18504	NA19221	3.556	1
NA18504	NA19223	8.517	2
NA18504	NA19224	9.764	2
NA18504	NA19225	7.406	2
NA18504	NA19235	6.212	1
NA18504	NA19236	3.496	1
NA18504	NA19237	6.212	1
NA18504	NA19238	3.85	1
NA18504	NA19240	5.468	1
NA18504	NA19247	5.464	1
NA18504	NA19248	3.036	1
NA18504	NA19249	5.349	1
NA18504	NA19256	3.589	1
NA18504	NA19258	6.207	1
NA18505	NA18487	2.014	1
NA18505	NA18499	6.809	2
NA18505	NA18501	3.615	1
NA18505	NA18502	3.249	1
NA18505	NA18506	8.635	2
NA18505	NA18517	4.36	1
NA18505	NA18518	4.359	1
NA18505	NA18521	4.359	1
NA18505	NA18853	3.787	1
NA18505	NA18860	4.025	1
NA18505	NA18861	4.36	1
NA18505	NA18865	4.36	1
NA18505	NA18867	3.106	1
NA18505	NA18872	7.819	2
NA18505	NA18873	2.514	1
NA18505	NA18878	4.36	1
NA18505	NA18879	3.192	1
NA18505	NA18881	3.106	1
NA18505	NA18906	4.36	1
NA18505	NA18909	9.355	3
NA18505	NA18911	11.998	3
NA18505	NA18916	3.174	1
NA18505	NA18917	8.798	3
NA18505	NA18923	3.045	1
NA18505	NA18935	4.359	1
NA18505	NA19093	3.192	1
NA18505	NA19096	19.684	4
NA18505	NA19097	10.38	2
NA18505	NA19098	3.176	1
NA18505	NA19100	4.36	1
NA18505	NA19101	4.36	1
NA18505	NA19109	10.048	2
NA18505	NA19113	10.845	2
NA18505	NA19118	4.36	1
NA18505	NA19120	4.36	1
NA18505	NA19123	4.36	1
NA18505	NA19128	3.787	1
NA18505	NA19129	4.359	1
NA18505	NA19130	3.787	1
NA18505	NA19132	4.36	1
NA18505	NA19137	3.939	1
NA18505	NA19142	4.36	1
NA18505	NA19143	3.176	1
NA18505	NA19144	8.385	2
NA18505	NA19149	7.008	2
NA18505	NA19151	6.746	2
NA18505	NA19154	8.415	2
NA18505	NA19161	11.369	2
NA18505	NA19173	4.36	1
NA18505	NA19174	4.359	1
NA18505	NA19175	11.374	3
NA18505	NA19186	4.359	1
NA18505	NA19198	3.946	1
NA18505	NA19200	4.044	1
NA18505	NA19201	7.914	2
NA18505	NA19202	4.044	1
NA18505	NA19206	3.249	1
NA18505	NA19207	10.052	2
NA18505	NA19213	8.116	2
NA18505	NA19214	3.191	1
NA18505	NA19224	4.36	1
NA18505	NA19225	7.875	2
NA18505	NA19236	6.011	2
NA18505	NA19237	4.36	1
NA18505	NA19238	3.85	1
NA18505	NA19240	3.615	1
NA18505	NA19248	2.056	1
NA18505	NA19249	6.853	2
NA18505	NA19256	11.962	3
NA18505	NA19257	3.249	1
NA18506	NA18854	12.922	3
NA18506	NA18861	3.344	1
NA18506	NA18878	6.388	2
NA18506	NA18912	4.026	1
NA18506	NA18917	7.98	2
NA18506	NA18924	8.283	2
NA18506	NA19097	13.896	3
NA18506	NA19100	8.043	2
NA18506	NA19117	12.149	3
NA18506	NA19129	8.301	1
NA18506	NA19143	7.369	2
NA18506	NA19148	14.127	4
NA18506	NA19150	5.74	1
NA18506	NA19174	7.688	2
NA18506	NA19186	15.852	3
NA18506	NA19201	7.295	2
NA18506	NA19206	6.577	1
NA18506	NA19213	12.142	3
NA18506	NA19225	12.403	3
NA18506	NA19237	13.442	2
NA18506	NA19249	7.981	2
NA18506	NA19256	7.199	2
NA18507	NA18486	4.755	2
NA18507	NA18501	2.082	1
NA18507	NA18506	481.842	131
NA18507	NA18517	6.497	1
NA18507	NA18518	4.433	1
NA18507	NA18854	3.279	1
NA18507	NA18855	4.433	1
NA18507	NA18859	2.971	1
NA18507	NA18862	9.118	2
NA18507	NA18867	16.827	4
NA18507	NA18873	3.279	1
NA18507	NA18874	6.505	1
NA18507	NA18878	11.522	3
NA18507	NA18906	4.244	1
NA18507	NA18912	5.792	2
NA18507	NA18913	7.063	2
NA18507	NA18917	3.035	1
NA18507	NA18923	2.971	1
NA18507	NA18925	12.484	3
NA18507	NA18930	2.523	1
NA18507	NA18935	4.433	1
NA18507	NA19092	2.659	1
NA18507	NA19093	6.126	2
NA18507	NA19098	8.674	2
NA18507	NA19100	9.49	2
NA18507	NA19101	3.541	1
NA18507	NA19113	10.563	3
NA18507	NA19116	2.038	1
NA18507	NA19117	8.22	3
NA18507	NA19120	7.19	2
NA18507	NA19123	6.7	1
NA18507	NA19129	2.477	1
NA18507	NA19137	2.512	1
NA18507	NA19144	2.97	1
NA18507	NA19147	9.884	3
NA18507	NA19148	14.682	4
NA18507	NA19149	2.505	1
NA18507	NA19174	8.386	2
NA18507	NA19175	3.279	1
NA18507	NA19197	5.179	2
NA18507	NA19198	2.512	1
NA18507	NA19199	5.168	2
NA18507	NA19201	3.953	1
NA18507	NA19202	3.953	1
NA18507	NA19213	6.297	2
NA18507	NA19221	2.476	1
NA18507	NA19237	5.08	1
NA18507	NA19238	11.235	4
NA18507	NA19240	9.766	3
NA18507	NA19248	9.071	2
NA18507	NA19249	5.079	1
NA18507	NA19256	13.076	2
NA18507	NA19257	3.156	1
NA18508	NA18484	2.07	1
NA18508	NA18486	2.07	1
NA18508	NA18489	4.574	1
NA18508	NA18498	4.043	1
NA18508	NA18499	5.69	1
NA18508	NA18502	2.072	1
NA18508	NA18504	3.955	1
NA18508	NA18506	431.761	142
NA18508	NA18507	7.724	2
NA18508	NA18510	2.483	1
NA18508	NA18511	6.475	2
NA18508	NA18516	2.492	1
NA18508	NA18521	5.687	1
NA18508	NA18523	4.437	1
NA18508	NA18853	4.166	1
NA18508	NA18854	4.337	1
NA18508	NA18857	4.025	1
NA18508	NA18858	2.069	1
NA18508	NA18862	6.064	2
NA18508	NA18863	2.038	1
NA18508	NA18867	6.141	2
NA18508	NA18868	2.038	1
NA18508	NA18869	2.071	1
NA18508	NA18870	2.071	1
NA18508	NA18871	5.689	1
NA18508	NA18874	5.686	1
NA18508	NA18876	4.437	1
NA18508	NA18878	7.725	2
NA18508	NA18879	4.026	1
NA18508	NA18906	4.026	1
NA18508	NA18908	4.059	2
NA18508	NA18910	14.7	3
NA18508	NA18911	12.375	2
NA18508	NA18913	6.917	2
NA18508	NA18914	8.569	3
NA18508	NA18930	4.028	1
NA18508	NA18933	2.07	1
NA18508	NA19096	3.174	1
NA18508	NA19100	5.686	1
NA18508	NA19102	2.533	1
NA18508	NA19107	5.686	1
NA18508	NA19108	5.692	1
NA18508	NA19109	4.437	1
NA18508	NA19115	5.687	1
NA18508	NA19116	2.097	1
NA18508	NA19117	2.48	1
NA18508	NA19119	4.026	1
NA18508	NA19120	2.071	1
NA18508	NA19121	4.499	1
NA18508	NA19128	4.468	1
NA18508	NA19138	2.013	1
NA18508	NA19139	2.013	1
NA18508	NA19141	5.687	1
NA18508	NA19145	4.026	1
NA18508	NA19146	5.688	1
NA18508	NA19147	2.038	1
NA18508	NA19148	7.73	2
NA18508	NA19149	2.041	1
NA18508	NA19151	4.437	1
NA18508	NA19152	2.489	1
NA18508	NA19153	8.936	2
NA18508	NA19171	4.616	1
NA18508	NA19172	5.686	1
NA18508	NA19173	3.279	1
NA18508	NA19176	2.574	1
NA18508	NA19185	9.797	2
NA18508	NA19186	4.166	1
NA18508	NA19190	7.757	2
NA18508	NA19191	2.535	1
NA18508	NA19197	2.038	1
NA18508	NA19201	4.026	1
NA18508	NA19203	2.041	1
NA18508	NA19204	4.027	1
NA18508	NA19205	4.026	1
NA18508	NA19209	2.07	1
NA18508	NA19210	5.686	1
NA18508	NA19215	7.883	2
NA18508	NA19221	6.099	2
NA18508	NA19223	6.097	2
NA18508	NA19224	4.166	1
NA18508	NA19225	6.189	2
NA18508	NA19238	2.451	1
NA18508	NA19240	2.451	1
NA18510	NA18484	13.758	3
NA18510	NA18485	15.848	4
NA18510	NA18486	6.095	2
NA18510	NA18487	9.601	3
NA18510	NA18489	4.1	1
NA18510	NA18497	9.239	2
NA18510	NA18498	4.201	1
NA18510	NA18499	12.371	3
NA18510	NA18500	4.018	1
NA18510	NA18504	3.85	1
NA18510	NA18505	3.85	1
NA18510	NA18506	19.633	4
NA18510	NA18507	2.038	1
NA18510	NA18511	9.701	2
NA18510	NA18515	15.269	3
NA18510	NA18516	5.038	1
NA18510	NA18517	8.619	2
NA18510	NA18518	7.658	1
NA18510	NA18520	17.597	4
NA18510	NA18521	9.063	2
NA18510	NA18522	7.904	2
NA18510	NA18523	5.038	1
NA18510	NA18853	4.553	1
NA18510	NA18857	4.025	1
NA18510	NA18860	4.418	1
NA18510	NA18861	4.361	1
NA18510	NA18862	5.117	2
NA18510	NA18863	15.535	4
NA18510	NA18865	9.063	2
NA18510	NA18867	11.611	3
NA18510	NA18868	9.671	3
NA18510	NA18869	15.111	4
NA18510	NA18870	2.07	1
NA18510	NA18871	4.202	1
NA18510	NA18872	8.291	2
NA18510	NA18873	2.356	1
NA18510	NA18874	10.156	3
NA18510	NA18875	9.059	2
NA18510	NA18876	5.038	1
NA18510	NA18877	6.382	2
NA18510	NA18878	11.162	3
NA18510	NA18879	8.386	2
NA18510	NA18881	14.066	3
NA18510	NA18906	5.038	1
NA18510	NA18908	7.013	2
NA18510	NA18909	5.007	1
NA18510	NA18910	2.357	1
NA18510	NA18911	9.095	2
NA18510	NA18913	4.973	2
NA18510	NA18914	6.333	2
NA18510	NA18916	3.589	1
NA18510	NA18917	9.001	2
NA18510	NA18924	13.716	4
NA18510	NA18925	16.908	4
NA18510	NA18930	4.362	1
NA18510	NA18933	9.733	2
NA18510	NA18934	7.601	2
NA18510	NA18935	7.664	2
NA18510	NA19094	2.603	1
NA18510	NA19095	9.063	2
NA18510	NA19096	9.467	2
NA18510	NA19097	9.063	2
NA18510	NA19098	4.363	1
NA18510	NA19099	9.599	2
NA18510	NA19100	9.063	2
NA18510	NA19101	5.038	1
NA18510	NA19102	2.483	1
NA18510	NA19103	9.692	3
NA18510	NA19107	7.661	1
NA18510	NA19108	9.061	2
NA18510	NA19109	14.253	3
NA18510	NA19113	9.063	2
NA18510	NA19114	5.032	1
NA18510	NA19115	13.478	3
NA18510	NA19116	7.728	3
NA18510	NA19117	11.544	3
NA18510	NA19118	3.85	1
NA18510	NA19119	5.042	1
NA18510	NA19120	17.7	4
NA18510	NA19121	18.587	3
NA18510	NA19122	4.358	1
NA18510	NA19123	5.038	1
NA18510	NA19127	8.546	3
NA18510	NA19128	4.979	1
NA18510	NA19129	6.889	1
NA18510	NA19130	7.14	2
NA18510	NA19132	7.203	2
NA18510	NA19137	15.555	3
NA18510	NA19138	7.051	2
NA18510	NA19139	11.076	3
NA18510	NA19140	6.131	2
NA18510	NA19141	12.888	3
NA18510	NA19142	13.248	3
NA18510	NA19143	8.389	2
NA18510	NA19144	9.063	2
NA18510	NA19145	7.106	2
NA18510	NA19146	10.308	3
NA18510	NA19147	6.47	2
NA18510	NA19148	6.064	2
NA18510	NA19149	12.912	3
NA18510	NA19150	5.907	2
NA18510	NA19151	10.56	2
NA18510	NA19152	11.547	2
NA18510	NA19153	6.19	2
NA18510	NA19154	11.424	2
NA18510	NA19159	5.038	1
NA18510	NA19160	11.435	3
NA18510	NA19161	11.688	2
NA18510	NA19171	4.025	1
NA18510	NA19172	10.661	2
NA18510	NA19173	9.175	2
NA18510	NA19174	8.71	2
NA18510	NA19175	8.387	2
NA18510	NA19176	7.521	2
NA18510	NA19177	12.8	3
NA18510	NA19184	8.708	2
NA18510	NA19185	3.017	1
NA18510	NA19186	11.688	2
NA18510	NA19189	9.41	3
NA18510	NA19190	6.623	2
NA18510	NA19191	11.736	4
NA18510	NA19197	2.038	1
NA18510	NA19199	3.059	1
NA18510	NA19201	4.362	1
NA18510	NA19202	3.063	1
NA18510	NA19203	6.402	2
NA18510	NA19204	8.052	2
NA18510	NA19205	4.361	1
NA18510	NA19206	3.059	1
NA18510	NA19207	5.038	1
NA18510	NA19208	7.084	2
NA18510	NA19209	9.156	3
NA18510	NA19210	4.025	1
NA18510	NA19211	7.084	2
NA18510	NA19213	6.778	2
NA18510	NA19214	4.025	1
NA18510	NA19215	7.132	2
NA18510	NA19221	11.169	4
NA18510	NA19222	2.043	1
NA18510	NA19223	7.076	2
NA18510	NA19224	9.715	2
NA18510	NA19225	5.547	1
NA18510	NA19226	6.501	1
NA18510	NA19235	5.038	1
NA18510	NA19236	8.097	2
NA18510	NA19237	13.497	3
NA18510	NA19238	7.5	2
NA18510	NA19240	7.498	2
NA18510	NA19247	5.036	1
NA18510	NA19248	6.381	2
NA18510	NA19249	13.418	3
NA18510	NA19256	10.422	3
NA18510	NA19257	3.081	1
NA18510	NA19258	9.067	2
NA18511	NA18485	9.494	2
NA18511	NA18486	2.038	1
NA18511	NA18487	10.964	2
NA18511	NA18497	7.663	1
NA18511	NA18498	2.424	1
NA18511	NA18499	4.364	1
NA18511	NA18500	15.991	2
NA18511	NA18501	3.614	1
NA18511	NA18502	13.573	3
NA18511	NA18505	13.032	4
NA18511	NA18506	10.495	2
NA18511	NA18507	2.517	1
NA18511	NA18515	7.978	1
NA18511	NA18516	5.555	1
NA18511	NA18517	7.752	1
NA18511	NA18518	7.731	1
NA18511	NA18520	4.468	1
NA18511	NA18521	7.676	1
NA18511	NA18522	4.699	1
NA18511	NA18523	12.233	2
NA18511	NA18853	4.553	1
NA18511	NA18855	7.405	2
NA18511	NA18856	3.034	1
NA18511	NA18857	6.334	2
NA18511	NA18858	4.466	1
NA18511	NA18859	3.001	1
NA18511	NA18860	8.495	2
NA18511	NA18861	8.733	2
NA18511	NA18862	15.8	4
NA18511	NA18863	9.067	2
NA18511	NA18865	5.547	1
NA18511	NA18867	7.324	2
NA18511	NA18868	5.673	2
NA18511	NA18869	10.154	2
NA18511	NA18870	4.755	2
NA18511	NA18871	4.202	1
NA18511	NA18872	6.593	2
NA18511	NA18873	4.731	2
NA18511	NA18874	5.137	2
NA18511	NA18875	13.812	3
NA18511	NA18876	11.906	2
NA18511	NA18877	2.364	1
NA18511	NA18878	10.177	2
NA18511	NA18879	10.955	1
NA18511	NA18881	5.463	1
NA18511	NA18906	7.411	1
NA18511	NA18907	3.609	1
NA18511	NA18908	7.499	2
NA18511	NA18909	7.281	2
NA18511	NA18910	9.135	3
NA18511	NA18911	7.853	2
NA18511	NA18912	3.544	1
NA18511	NA18913	8.863	3
NA18511	NA18914	7.799	2
NA18511	NA18915	2.306	1
NA18511	NA18916	8.077	2
NA18511	NA18917	7.352	2
NA18511	NA18923	5.55	1
NA18511	NA18924	5.032	2
NA18511	NA18925	7.399	1
NA18511	NA18930	4.977	1
NA18511	NA18933	10.437	2
NA18511	NA18934	4.982	1
NA18511	NA18935	10.955	1
NA18511	NA19093	7.74	1
NA18511	NA19094	7.74	1
NA18511	NA19095	7.676	1
NA18511	NA19096	9.059	2
NA18511	NA19097	7.676	1
NA18511	NA19098	4.702	1
NA18511	NA19099	3.081	1
NA18511	NA19100	7.411	1
NA18511	NA19101	7.398	1
NA18511	NA19102	2.038	1
NA18511	NA19103	6.68	2
NA18511	NA19107	5.037	1
NA18511	NA19108	13.295	3
NA18511	NA19109	17.841	3
NA18511	NA19113	7.668	1
NA18511	NA19114	11.132	2
NA18511	NA19115	15.603	3
NA18511	NA19116	4.401	2
NA18511	NA19117	7.593	2
NA18511	NA19118	6.549	1
NA18511	NA19119	5.06	1
NA18511	NA19120	10.429	2
NA18511	NA19121	15.817	3
NA18511	NA19122	4.73	2
NA18511	NA19123	12.026	2
NA18511	NA19127	2.363	1
NA18511	NA19128	12.099	2
NA18511	NA19129	6.889	1
NA18511	NA19130	4.99	1
NA18511	NA19132	5.562	1
NA18511	NA19137	7.287	2
NA18511	NA19138	13.369	3
NA18511	NA19139	9.759	2
NA18511	NA19140	2.358	1
NA18511	NA19141	4.69	1
NA18511	NA19142	7.673	1
NA18511	NA19143	4.702	1
NA18511	NA19144	16.055	3
NA18511	NA19145	5.25	2
NA18511	NA19146	7.508	2
NA18511	NA19147	5.013	2
NA18511	NA19148	5.014	2
NA18511	NA19149	12.898	4
NA18511	NA19150	4.895	2
NA18511	NA19151	16.776	4
NA18511	NA19152	11.14	2
NA18511	NA19153	4.495	1
NA18511	NA19154	7.983	2
NA18511	NA19159	9.088	2
NA18511	NA19160	10.945	1
NA18511	NA19161	12.024	2
NA18511	NA19173	7.668	1
NA18511	NA19174	7.668	1
NA18511	NA19175	11.72	2
NA18511	NA19176	14.391	4
NA18511	NA19177	12.945	3
NA18511	NA19184	7.403	1
NA18511	NA19185	6.296	2
NA18511	NA19186	10.955	1
NA18511	NA19189	2.424	1
NA18511	NA19190	11.029	3
NA18511	NA19191	12.725	4
NA18511	NA19197	8.881	3
NA18511	NA19198	4.048	1
NA18511	NA19199	10.407	3
NA18511	NA19200	2.194	1
NA18511	NA19201	6.675	2
NA18511	NA19202	6.794	2
NA18511	NA19203	6.858	2
NA18511	NA19204	6.405	2
NA18511	NA19205	13.379	2
NA18511	NA19206	6.439	2
NA18511	NA19207	14.004	3
NA18511	NA19208	13.686	3
NA18511	NA19209	8.301	3
NA18511	NA19211	3.059	1
NA18511	NA19213	10.128	2
NA18511	NA19214	3.28	1
NA18511	NA19215	9.008	1
NA18511	NA19221	9.024	3
NA18511	NA19223	10.362	2
NA18511	NA19224	15.384	2
NA18511	NA19225	9.063	2
NA18511	NA19226	7.915	2
NA18511	NA19235	7.669	1
NA18511	NA19236	10.878	3
NA18511	NA19237	7.978	1
NA18511	NA19238	7.107	2
NA18511	NA19240	9.739	2
NA18511	NA19247	7.394	1
NA18511	NA19248	12.152	3
NA18511	NA19249	11.012	2
NA18511	NA19256	7.2	2
NA18511	NA19257	3.081	1
NA18511	NA19258	7.395	1
NA18515	NA18485	11.761	2
NA18515	NA18486	14.797	3
NA18515	NA18487	11.421	2
NA18515	NA18497	7.663	1
NA18515	NA18498	7.389	1
NA18515	NA18499	11.741	2
NA18515	NA18500	7.555	1
NA18515	NA18501	12.402	3
NA18515	NA18502	5.517	1
NA18515	NA18505	4.36	1
NA18515	NA18506	15.43	3
NA18515	NA18507	4.258	2
NA18515	NA18517	587.88	169
NA18515	NA18518	11.757	2
NA18515	NA18520	4.025	1
NA18515	NA18521	15.102	2
NA18515	NA18522	4.749	1
NA18515	NA18853	6.734	2
NA18515	NA18854	4.958	1
NA18515	NA18856	3.034	1
NA18515	NA18858	3.425	1
NA18515	NA18859	3.425	1
NA18515	NA18860	11.158	2
NA18515	NA18861	8.067	2
NA18515	NA18862	3.079	1
NA18515	NA18863	13.076	3
NA18515	NA18865	12.343	3
NA18515	NA18867	9.071	2
NA18515	NA18868	13.174	3
NA18515	NA18870	2.623	1
NA18515	NA18872	8.312	2
NA18515	NA18873	8.019	3
NA18515	NA18874	11.207	4
NA18515	NA18875	11.417	2
NA18515	NA18877	6.39	2
NA18515	NA18878	7.663	1
NA18515	NA18879	9.786	2
NA18515	NA18881	5.463	1
NA18515	NA18906	9.586	2
NA18515	NA18907	7.222	2
NA18515	NA18909	14.217	2
NA18515	NA18911	11.687	2
NA18515	NA18913	2.357	1
NA18515	NA18914	5.729	1
NA18515	NA18916	5.77	2
NA18515	NA18917	10.562	2
NA18515	NA18923	12.254	3
NA18515	NA18924	14.204	4
NA18515	NA18925	14.992	3
NA18515	NA18930	4.977	1
NA18515	NA18935	9.328	1
NA18515	NA19092	2.686	1
NA18515	NA19093	11.165	2
NA18515	NA19094	10.942	1
NA18515	NA19095	15.101	2
NA18515	NA19096	5.033	1
NA18515	NA19097	11.689	2
NA18515	NA19098	7.706	2
NA18515	NA19099	3.081	1
NA18515	NA19100	14.765	3
NA18515	NA19101	13.899	2
NA18515	NA19103	21.986	5
NA18515	NA19107	7.119	2
NA18515	NA19108	9.407	2
NA18515	NA19109	11.693	2
NA18515	NA19113	15.12	3
NA18515	NA19114	7.659	1
NA18515	NA19115	13.344	2
NA18515	NA19116	10.448	3
NA18515	NA19117	24.818	5
NA18515	NA19118	6.549	1
