sample_ID1	sample_ID2	Total_cM	Segment_Count
NA19107	NA19101	7.533	2
NA19107	NA19109	587.574	157
NA19107	NA19113	11.145	3
NA19107	NA19114	5.032	1
NA19107	NA19116	2.356	1
NA19107	NA19117	11.145	3
NA19107	NA19118	3.85	1
NA19107	NA19119	5.037	1
NA19107	NA19120	9.063	2
NA19107	NA19121	3.85	1
NA19107	NA19123	5.034	1
NA19107	NA19128	5.383	1
NA19107	NA19129	5.038	1
NA19107	NA19130	5.546	1
NA19107	NA19132	5.037	1
NA19107	NA19137	5.037	1
NA19107	NA19138	5.037	1
NA19107	NA19140	2.356	1
NA19107	NA19142	5.038	1
NA19107	NA19143	4.363	1
NA19107	NA19144	9.957	3
NA19107	NA19145	3.08	1
NA19107	NA19147	6.118	2
NA19107	NA19148	12.834	3
NA19107	NA19149	8.909	2
NA19107	NA19150	5.099	2
NA19107	NA19151	9.919	2
NA19107	NA19152	17.722	4
NA19107	NA19154	9.923	2
NA19107	NA19159	5.037	1
NA19107	NA19161	9.064	2
NA19107	NA19171	11.942	3
NA19107	NA19173	5.037	1
NA19107	NA19174	10.791	3
NA19107	NA19175	6.448	2
NA19107	NA19176	11.528	2
NA19107	NA19185	3.016	1
NA19107	NA19186	7.406	2
NA19107	NA19199	3.059	1
NA19107	NA19201	4.362	1
NA19107	NA19202	3.063	1
NA19107	NA19205	4.361	1
NA19107	NA19206	3.059	1
NA19107	NA19207	10.723	2
NA19107	NA19213	5.829	2
NA19107	NA19214	4.026	1
NA19107	NA19221	3.063	1
NA19107	NA19224	4.018	1
NA19107	NA19225	5.548	1
NA19107	NA19236	3.664	1
NA19107	NA19237	9.064	2
NA19107	NA19238	5.038	1
NA19107	NA19240	9.063	2
NA19107	NA19248	4.572	2
NA19107	NA19249	7.277	2
NA19107	NA19256	8.388	2
NA19107	NA19257	3.08	1
NA19108	NA18485	14.686	3
NA19108	NA18486	4.025	1
NA19108	NA18487	9.408	2
NA19108	NA18497	5.382	1
NA19108	NA18499	10.872	2
NA19108	NA18500	12.519	3
NA19108	NA18501	5.519	1
NA19108	NA18502	2.437	1
NA19108	NA18505	6.632	2
NA19108	NA18506	8.044	2
NA19108	NA18507	5.686	1
NA19108	NA18517	9.408	2
NA19108	NA18518	9.964	2
NA19108	NA18520	4.025	1
NA19108	NA18521	15.095	3
NA19108	NA18853	4.553	1
NA19108	NA18859	6.515	2
NA19108	NA18860	7.132	2
NA19108	NA18861	4.429	1
NA19108	NA18862	3.077	1
NA19108	NA18865	4.027	1
NA19108	NA18867	9.062	2
NA19108	NA18872	10.749	3
NA19108	NA18873	6.461	2
NA19108	NA18874	12.77	3
NA19108	NA18877	6.381	2
NA19108	NA18878	14.298	3
NA19108	NA18879	9.408	2
NA19108	NA18881	9.612	2
NA19108	NA18906	5.382	1
NA19108	NA18909	7.408	2
NA19108	NA18911	17.53	4
NA19108	NA18912	4.026	1
NA19108	NA18913	11.853	3
NA19108	NA18916	7.615	2
NA19108	NA18917	11.433	3
NA19108	NA18924	4.026	1
NA19108	NA18925	4.026	1
NA19108	NA18930	4.36	1
NA19108	NA18935	5.382	1
NA19108	NA19093	5.382	1
NA19108	NA19094	5.382	1
NA19108	NA19096	11.545	2
NA19108	NA19097	15.094	3
NA19108	NA19098	4.361	1
NA19108	NA19099	3.079	1
NA19108	NA19100	15.093	3
NA19108	NA19101	5.382	1
NA19108	NA19107	14.748	3
NA19108	NA19109	701.494	182
NA19108	NA19113	9.408	2
NA19108	NA19114	11.064	2
NA19108	NA19115	19.168	4
NA19108	NA19117	4.026	1
NA19108	NA19118	4.196	1
NA19108	NA19120	9.407	2
NA19108	NA19121	10.698	2
NA19108	NA19122	2.435	1
NA19108	NA19123	5.38	1
NA19108	NA19127	4.025	1
NA19108	NA19128	4.973	1
NA19108	NA19129	4.611	1
NA19108	NA19130	7.038	2
NA19108	NA19132	7.447	2
NA19108	NA19137	21.069	5
NA19108	NA19138	5.382	1
NA19108	NA19140	2.355	1
NA19108	NA19142	9.407	2
NA19108	NA19143	8.386	2
NA19108	NA19144	8.222	2
NA19108	NA19145	7.106	2
NA19108	NA19147	4.568	1
NA19108	NA19148	10.528	2
NA19108	NA19149	6.931	2
NA19108	NA19150	10.957	3
NA19108	NA19151	11.983	3
NA19108	NA19152	11.845	3
NA19108	NA19154	10.702	3
NA19108	NA19159	5.037	1
NA19108	NA19161	9.408	2
NA19108	NA19171	4.026	1
NA19108	NA19173	5.382	1
NA19108	NA19174	11.766	2
NA19108	NA19175	11.843	3
NA19108	NA19176	14.134	3
NA19108	NA19185	8.7	2
NA19108	NA19186	9.407	2
NA19108	NA19190	14.265	3
NA19108	NA19197	4.025	1
NA19108	NA19198	2.436	1
NA19108	NA19199	3.059	1
NA19108	NA19200	3.062	1
NA19108	NA19201	6.795	2
NA19108	NA19202	6.214	2
NA19108	NA19203	4.359	1
NA19108	NA19205	9.815	2
NA19108	NA19206	3.059	1
NA19108	NA19207	5.382	1
NA19108	NA19208	7.084	2
NA19108	NA19210	9.711	2
NA19108	NA19213	7.481	2
NA19108	NA19214	4.026	1
NA19108	NA19215	17.739	4
NA19108	NA19221	7.088	2
NA19108	NA19222	2.239	1
NA19108	NA19224	11.205	2
NA19108	NA19225	10.859	2
NA19108	NA19236	6.1	2
NA19108	NA19237	9.41	2
NA19108	NA19238	14.575	3
NA19108	NA19240	14.878	3
NA19108	NA19248	4.027	1
NA19108	NA19249	7.983	2
NA19108	NA19256	7.2	2
NA19108	NA19257	3.079	1
NA19109	NA18486	4.025	1
NA19109	NA18501	5.682	1
NA19109	NA18506	8.044	2
NA19109	NA18518	12.251	2
NA19109	NA18520	8.486	2
NA19109	NA18855	2.447	1
NA19109	NA18859	6.515	2
NA19109	NA18861	4.429	1
NA19109	NA18873	6.382	2
NA19109	NA18878	7.661	1
NA19109	NA18912	4.027	1
NA19109	NA18917	8.999	2
NA19109	NA18924	4.026	1
NA19109	NA19097	20.964	4
NA19109	NA19100	11.423	2
NA19109	NA19116	2.356	1
NA19109	NA19117	9.064	2
NA19109	NA19123	7.657	1
NA19109	NA19128	9.411	2
NA19109	NA19129	6.888	1
NA19109	NA19130	4.974	1
NA19109	NA19132	5.547	1
NA19109	NA19137	15.587	3
NA19109	NA19143	8.388	2
NA19109	NA19144	8.386	2
NA19109	NA19148	4.027	1
NA19109	NA19149	4.496	1
NA19109	NA19150	9.125	3
NA19109	NA19151	16.321	3
NA19109	NA19174	14.966	2
NA19109	NA19175	13.774	3
NA19109	NA19185	3.016	1
NA19109	NA19186	14.06	3
NA19109	NA19197	4.025	1
NA19109	NA19199	3.059	1
NA19109	NA19200	3.05	1
NA19109	NA19201	5.547	1
NA19109	NA19202	3.063	1
NA19109	NA19205	5.547	1
NA19109	NA19206	3.059	1
NA19109	NA19207	11.233	2
NA19109	NA19213	9.492	2
NA19109	NA19214	4.026	1
NA19109	NA19221	7.09	2
NA19109	NA19224	16.492	3
NA19109	NA19225	11.234	2
NA19109	NA19236	8.097	2
NA19109	NA19237	16.2	3
NA19109	NA19238	14.551	3
NA19109	NA19240	14.69	3
NA19109	NA19248	8.602	3
NA19109	NA19249	15.688	4
NA19109	NA19256	7.2	2
NA19109	NA19257	3.08	1
NA19113	NA18486	19.911	4
NA19113	NA18498	17.687	3
NA19113	NA18501	5.696	2
NA19113	NA18506	16.219	3
NA19113	NA18518	12.137	2
NA19113	NA18520	4.025	1
NA19113	NA18855	4.481	1
NA19113	NA18859	7.471	2
NA19113	NA18861	4.361	1
NA19113	NA18873	6.382	2
NA19113	NA18878	14.451	2
NA19113	NA18912	5.792	2
NA19113	NA18917	17.935	3
NA19113	NA18924	6.382	2
NA19113	NA19092	3.133	1
NA19113	NA19096	7.106	2
NA19113	NA19097	13.759	3
NA19113	NA19100	16.838	4
NA19113	NA19109	11.762	2
NA19113	NA19116	6.518	2
NA19113	NA19117	14.281	3
NA19113	NA19118	6.473	1
NA19113	NA19120	6.67	1
NA19113	NA19123	11.695	2
NA19113	NA19128	4.975	1
NA19113	NA19129	6.888	1
NA19113	NA19130	4.975	1
NA19113	NA19131	4.229	2
NA19113	NA19132	10.764	3
NA19113	NA19137	9.085	2
NA19113	NA19142	15.843	3
NA19113	NA19143	4.363	1
NA19113	NA19144	16.472	4
NA19113	NA19147	7.925	2
NA19113	NA19148	11.948	3
NA19113	NA19149	4.361	1
NA19113	NA19150	15.475	4
NA19113	NA19151	14.66	3
NA19113	NA19154	8.267	2
NA19113	NA19159	5.042	1
NA19113	NA19161	11.695	2
NA19113	NA19173	14.746	3
NA19113	NA19174	14.871	3
NA19113	NA19175	7.669	1
NA19113	NA19185	3.017	1
NA19113	NA19186	11.697	2
NA19113	NA19197	2.656	1
NA19113	NA19199	5.715	2
NA19113	NA19200	5.685	1
NA19113	NA19201	4.37	1
NA19113	NA19202	5.78	2
NA19113	NA19205	7.398	1
NA19113	NA19206	7.856	3
NA19113	NA19207	6.545	1
NA19113	NA19213	17.226	4
NA19113	NA19214	4.027	1
NA19113	NA19221	7.097	2
NA19113	NA19224	10.402	2
NA19113	NA19225	11.42	2
NA19113	NA19236	8.178	3
NA19113	NA19237	14.222	3
NA19113	NA19238	8.798	2
NA19113	NA19240	10.802	2
NA19113	NA19248	17.459	4
NA19113	NA19249	9.008	2
NA19113	NA19256	15.089	4
NA19113	NA19257	9.487	2
NA19114	NA18485	7.729	1
NA19114	NA18486	2.762	1
NA19114	NA18487	11.363	2
NA19114	NA18497	7.735	1
NA19114	NA18498	5.728	1
NA19114	NA18499	13.343	2
NA19114	NA18500	6.377	1
NA19114	NA18501	3.614	1
NA19114	NA18502	5.517	1
NA19114	NA18505	4.359	1
NA19114	NA18506	6.641	1
NA19114	NA18517	10.142	2
NA19114	NA18518	7.655	1
NA19114	NA18521	7.731	1
NA19114	NA18853	4.553	1
NA19114	NA18860	2.289	1
NA19114	NA18861	7.838	2
NA19114	NA18862	3.073	1
NA19114	NA18867	5.805	1
NA19114	NA18872	4.287	1
NA19114	NA18873	5.51	2
NA19114	NA18874	3.057	1
NA19114	NA18877	2.07	1
NA19114	NA18878	9.126	2
NA19114	NA18879	5.754	1
NA19114	NA18881	11.151	2
NA19114	NA18906	7.394	1
NA19114	NA18909	4.969	1
NA19114	NA18911	5.541	1
NA19114	NA18912	2.122	1
NA19114	NA18916	3.589	1
NA19114	NA18917	4.969	1
NA19114	NA18923	3.191	1
NA19114	NA18925	5.042	1
NA19114	NA18930	7.033	2
NA19114	NA18935	7.731	1
NA19114	NA19092	5.136	2
NA19114	NA19093	5.541	1
NA19114	NA19096	10.724	2
NA19114	NA19097	14.249	2
NA19114	NA19098	4.357	1
NA19114	NA19100	7.394	1
NA19114	NA19101	7.417	1
NA19114	NA19109	13.341	2
NA19114	NA19113	7.655	1
NA19114	NA19117	5.541	1
NA19114	NA19118	8.949	2
NA19114	NA19119	3.416	1
NA19114	NA19120	7.655	1
NA19114	NA19121	9.95	2
NA19114	NA19123	11.132	2
NA19114	NA19128	4.969	1
NA19114	NA19129	6.963	1
NA19114	NA19130	8.385	2
NA19114	NA19131	2.7	1
NA19114	NA19132	8.957	2
NA19114	NA19138	7.393	1
NA19114	NA19140	3.034	1
NA19114	NA19142	7.735	1
NA19114	NA19143	4.357	1
NA19114	NA19144	4.359	1
NA19114	NA19145	3.075	1
NA19114	NA19149	4.355	1
NA19114	NA19151	5.306	1
NA19114	NA19152	7.393	1
NA19114	NA19154	4.236	1
NA19114	NA19159	3.477	1
NA19114	NA19161	11.132	2
NA19114	NA19173	7.735	1
NA19114	NA19174	7.655	1
NA19114	NA19175	7.655	1
NA19114	NA19176	11.903	3
NA19114	NA19186	7.655	1
NA19114	NA19197	6.274	2
NA19114	NA19198	3.477	1
NA19114	NA19199	9.834	3
NA19114	NA19201	4.356	1
NA19114	NA19202	6.356	2
NA19114	NA19205	11.209	2
NA19114	NA19206	6.357	2
NA19114	NA19207	5.541	1
NA19114	NA19213	3.617	1
NA19114	NA19214	3.035	1
NA19114	NA19221	3.057	1
NA19114	NA19224	12.066	2
NA19114	NA19225	9.539	2
NA19114	NA19226	3.032	1
NA19114	NA19236	3.664	1
NA19114	NA19237	7.659	1
NA19114	NA19238	7.478	2
NA19114	NA19240	5.73	1
NA19114	NA19248	3.373	1
NA19114	NA19249	6.643	1
NA19114	NA19256	3.174	1
NA19114	NA19257	3.075	1
NA19115	NA18485	16.227	3
NA19115	NA18486	15.906	3
NA19115	NA18487	19.852	4
NA19115	NA18497	13.535	2
NA19115	NA18498	7.955	1
NA19115	NA18499	14.505	2
NA19115	NA18500	6.538	1
NA19115	NA18501	3.827	1
NA19115	NA18502	5.517	1
NA19115	NA18505	10.846	2
NA19115	NA18506	12.326	2
NA19115	NA18507	8.981	2
NA19115	NA18517	11.684	2
NA19115	NA18518	7.656	1
NA19115	NA18519	2.082	1
NA19115	NA18520	8.539	2
NA19115	NA18521	22.137	4
NA19115	NA18853	4.553	1
NA19115	NA18854	3.279	1
NA19115	NA18858	4.469	1
NA19115	NA18859	4.026	1
NA19115	NA18860	6.773	2
NA19115	NA18861	9.023	2
NA19115	NA18862	14.122	3
NA19115	NA18865	10.256	2
NA19115	NA18867	9.831	2
NA19115	NA18872	8.314	2
NA19115	NA18873	16.203	4
NA19115	NA18874	17.034	4
NA19115	NA18877	4.026	1
NA19115	NA18878	15.575	3
NA19115	NA18879	9.784	2
NA19115	NA18881	20.529	4
NA19115	NA18906	9.51	2
NA19115	NA18909	8.647	2
NA19115	NA18911	20.289	4
NA19115	NA18916	12.082	3
NA19115	NA18917	17.038	3
NA19115	NA18923	3.191	1
NA19115	NA18924	4.026	1
NA19115	NA18925	9.071	2
NA19115	NA18930	7.036	2
NA19115	NA18935	7.734	1
NA19115	NA19092	5.136	2
NA19115	NA19093	5.545	1
NA19115	NA19094	7.658	1
NA19115	NA19096	13.609	3
NA19115	NA19097	13.835	3
NA19115	NA19098	10.059	2
NA19115	NA19099	5.149	2
NA19115	NA19100	19.194	4
NA19115	NA19101	11.061	1
NA19115	NA19107	14.753	3
NA19115	NA19109	22.738	4
NA19115	NA19113	635.252	174
NA19115	NA19114	616.225	180
NA19115	NA19117	9.572	2
NA19115	NA19118	8.967	2
NA19115	NA19120	13.35	2
NA19115	NA19121	14.965	3
NA19115	NA19122	11.413	2
NA19115	NA19123	14.413	2
NA19115	NA19127	13.195	2
NA19115	NA19128	4.972	1
NA19115	NA19129	10.167	1
NA19115	NA19130	4.972	1
NA19115	NA19131	4.771	2
NA19115	NA19132	8.603	2
NA19115	NA19137	9.082	2
NA19115	NA19138	7.396	1
NA19115	NA19140	6.084	2
NA19115	NA19142	15.876	3
NA19115	NA19143	8.385	2
NA19115	NA19144	9.374	2
NA19115	NA19145	7.103	2
NA19115	NA19148	9.714	2
NA19115	NA19149	4.358	1
NA19115	NA19150	2.974	1
NA19115	NA19151	12.307	3
NA19115	NA19152	17.112	3
NA19115	NA19154	12.59	3
NA19115	NA19159	8.513	2
NA19115	NA19161	16.823	3
NA19115	NA19171	12.767	3
NA19115	NA19173	12.367	2
NA19115	NA19174	11.761	2
NA19115	NA19175	14.964	2
NA19115	NA19176	10.683	3
NA19115	NA19185	3.014	1
NA19115	NA19186	11.689	2
NA19115	NA19190	15.832	3
NA19115	NA19197	6.274	2
NA19115	NA19198	3.477	1
NA19115	NA19199	9.836	3
NA19115	NA19201	10.935	1
NA19115	NA19202	6.559	2
NA19115	NA19203	4.358	1
NA19115	NA19205	11.212	2
NA19115	NA19206	13.018	2
NA19115	NA19207	6.533	1
NA19115	NA19208	13.861	4
NA19115	NA19210	9.714	2
NA19115	NA19213	7.642	2
NA19115	NA19214	9.066	2
NA19115	NA19215	17.115	3
NA19115	NA19221	7.085	2
NA19115	NA19222	4.458	1
NA19115	NA19224	6.721	1
NA19115	NA19225	6.553	1
NA19115	NA19226	7.057	2
NA19115	NA19236	5.755	2
NA19115	NA19237	15.437	3
NA19115	NA19238	14.003	3
NA19115	NA19240	7.387	1
NA19115	NA19248	10.603	2
NA19115	NA19249	18.463	3
NA19115	NA19256	12.942	4
NA19115	NA19257	5.169	2
NA19116	NA18486	5.451	2
NA19116	NA18498	3.275	1
NA19116	NA18506	2.097	1
NA19116	NA18520	6.191	2
NA19116	NA18873	2.356	1
NA19116	NA18878	5.313	2
NA19116	NA18917	4.429	2
NA19116	NA18924	5.327	2
NA19116	NA19097	6.845	2
NA19116	NA19100	6.382	2
NA19116	NA19117	8.13	3
NA19116	NA19123	5.39	1
NA19116	NA19128	4.663	2
NA19116	NA19130	4.825	2
NA19116	NA19132	4.825	2
NA19116	NA19137	6.382	2
NA19116	NA19143	8.838	2
NA19116	NA19144	9.074	1
NA19116	NA19148	2.038	1
NA19116	NA19149	7.016	2
NA19116	NA19150	3.065	1
NA19116	NA19151	2.356	1
NA19116	NA19174	7.885	2
NA19116	NA19175	2.365	1
NA19116	NA19185	5.857	2
NA19116	NA19186	9.611	3
NA19116	NA19197	8.518	2
NA19116	NA19201	6.797	2
NA19116	NA19202	6.79	2
NA19116	NA19205	4.975	1
NA19116	NA19206	4.436	1
NA19116	NA19207	5.584	2
NA19116	NA19213	4.437	1
NA19116	NA19221	4.403	2
NA19116	NA19224	4.027	1
NA19116	NA19225	4.026	1
NA19116	NA19236	3.279	1
NA19116	NA19237	7.884	2
NA19116	NA19238	4.42	2
NA19116	NA19240	2.064	1
NA19116	NA19248	5.905	2
NA19116	NA19249	2.364	1
NA19116	NA19257	6.788	2
NA19117	NA18873	6.382	2
NA19117	NA18878	2.038	1
NA19117	NA18912	5.816	2
NA19117	NA18917	9.002	2
NA19117	NA18924	6.382	2
NA19117	NA19092	3.468	1
NA19117	NA19129	4.774	1
NA19117	NA19131	2.158	1
NA19117	NA19143	6.382	2
NA19117	NA19148	13.886	4
NA19117	NA19150	4.415	2
NA19117	NA19174	606.405	167
NA19117	NA19186	9.582	2
NA19117	NA19201	2.365	1
NA19117	NA19213	11.482	3
NA19117	NA19237	17.821	4
NA19117	NA19249	6.389	2
NA19117	NA19256	6.153	2
NA19118	NA18486	5.306	1
NA19118	NA18498	5.381	1
NA19118	NA18501	7.106	2
NA19118	NA18506	3.85	1
NA19118	NA18518	6.548	1
NA19118	NA18861	3.176	1
NA19118	NA18873	5.677	2
NA19118	NA18878	8.996	2
NA19118	NA18917	3.787	1
NA19118	NA19092	2.686	1
NA19118	NA19096	3.85	1
NA19118	NA19097	12.964	2
NA19118	NA19100	12.697	2
NA19118	NA19109	9.752	1
NA19118	NA19120	6.548	1
NA19118	NA19123	6.549	1
NA19118	NA19128	3.787	1
NA19118	NA19129	6.473	1
NA19118	NA19130	3.787	1
NA19118	NA19131	2.623	1
NA19118	NA19132	5.347	1
NA19118	NA19142	6.473	1
NA19118	NA19143	3.176	1
NA19118	NA19144	5.347	1
NA19118	NA19149	5.393	1
NA19118	NA19151	9.007	1
NA19118	NA19161	6.549	1
NA19118	NA19173	6.473	1
NA19118	NA19174	533.58	144
NA19118	NA19175	4.672	1
NA19118	NA19186	6.549	1
NA19118	NA19202	3.495	1
NA19118	NA19205	5.306	1
NA19118	NA19206	6.963	1
NA19118	NA19207	6.549	1
NA19118	NA19213	3.83	1
NA19118	NA19214	5.039	1
NA19118	NA19224	6.208	1
NA19118	NA19225	3.85	1
NA19118	NA19226	3.032	1
NA19118	NA19236	3.495	1
NA19118	NA19237	6.549	1
NA19118	NA19238	6.334	2
NA19118	NA19240	5.73	1
NA19118	NA19249	6.064	2
NA19118	NA19256	3.174	1
NA19119	NA18485	7.984	1
NA19119	NA18487	2.356	1
NA19119	NA18497	7.661	1
NA19119	NA18498	5.88	1
NA19119	NA18499	2.356	1
NA19119	NA18517	9.32	1
NA19119	NA18521	5.06	1
NA19119	NA18855	4.922	1
NA19119	NA18860	7.732	1
NA19119	NA18862	2.356	1
NA19119	NA18865	5.06	1
NA19119	NA18867	3.763	1
NA19119	NA18872	5.39	1
NA19119	NA18873	3.063	1
NA19119	NA18877	2.356	1
NA19119	NA18879	6.382	2
NA19119	NA18906	11.422	2
NA19119	NA18909	5.142	2
NA19119	NA18911	2.36	1
NA19119	NA18913	2.36	1
NA19119	NA18916	3.343	1
NA19119	NA18917	4.975	1
NA19119	NA18924	7.746	2
NA19119	NA18925	2.356	1
NA19119	NA18930	9.681	3
NA19119	NA18935	5.06	1
NA19119	NA19097	10.154	2
NA19119	NA19098	4.363	1
NA19119	NA19100	7.396	1
NA19119	NA19101	2.356	1
NA19119	NA19109	5.037	1
NA19119	NA19113	5.06	1
NA19119	NA19116	2.357	1
NA19119	NA19117	5.06	1
NA19119	NA19118	5.379	1
NA19119	NA19120	517.49	138
NA19119	NA19123	10.934	1
NA19119	NA19128	12.583	1
NA19119	NA19130	9.028	2
NA19119	NA19131	3.47	1
NA19119	NA19132	9.113	2
NA19119	NA19137	9.289	2
NA19119	NA19138	5.06	1
NA19119	NA19140	2.356	1
NA19119	NA19142	7.661	1
NA19119	NA19143	4.363	1
NA19119	NA19145	10.455	3
NA19119	NA19149	2.356	1
NA19119	NA19150	6.134	2
NA19119	NA19151	7.735	1
NA19119	NA19152	5.06	1
NA19119	NA19154	2.356	1
NA19119	NA19159	4.856	2
NA19119	NA19161	7.56	2
NA19119	NA19173	7.661	1
NA19119	NA19174	4.683	1
NA19119	NA19175	12.73	3
NA19119	NA19185	2.356	1
NA19119	NA19186	5.06	1
NA19119	NA19198	2.145	1
NA19119	NA19199	2.145	1
NA19119	NA19201	6.382	2
NA19119	NA19202	8.236	2
NA19119	NA19205	6.382	2
NA19119	NA19206	2.676	1
NA19119	NA19207	5.06	1
NA19119	NA19221	2.356	1
NA19119	NA19237	7.736	1
NA19119	NA19238	5.037	1
NA19119	NA19248	2.356	1
NA19119	NA19249	2.356	1
NA19119	NA19256	5.392	1
NA19119	NA19257	4.779	2
NA19120	NA18486	9.478	3
NA19120	NA18498	7.216	2
NA19120	NA18501	3.827	1
NA19120	NA18506	17.965	4
NA19120	NA18518	7.731	1
NA19120	NA18520	6.19	2
NA19120	NA18854	8.284	2
NA19120	NA18855	4.887	1
NA19120	NA18861	5.546	1
NA19120	NA18873	6.382	2
NA19120	NA18878	11.442	3
NA19120	NA18917	10.562	2
NA19120	NA18924	16.301	4
NA19120	NA19096	5.033	1
NA19120	NA19097	10.564	2
NA19120	NA19100	10.563	2
NA19120	NA19109	9.58	2
NA19120	NA19116	498.581	155
NA19120	NA19117	15.316	4
NA19120	NA19123	17.45	2
NA19120	NA19128	7.385	2
NA19120	NA19129	11.707	1
NA19120	NA19130	7.156	2
NA19120	NA19132	8.716	2
NA19120	NA19137	9.085	2
NA19120	NA19142	15.367	3
NA19120	NA19143	8.388	2
NA19120	NA19144	20.659	3
NA19120	NA19147	5.728	2
NA19120	NA19148	6.477	2
NA19120	NA19149	10.841	3
NA19120	NA19150	6.484	2
NA19120	NA19151	11.765	2
NA19120	NA19154	8.272	2
NA19120	NA19159	7.541	2
NA19120	NA19161	15.857	3
NA19120	NA19173	14.393	2
NA19120	NA19174	15.098	2
NA19120	NA19175	17.474	3
NA19120	NA19185	3.017	1
NA19120	NA19186	11.778	2
NA19120	NA19197	6.477	2
NA19120	NA19199	3.059	1
NA19120	NA19200	2.194	1
NA19120	NA19201	6.543	1
NA19120	NA19202	6.837	2
NA19120	NA19205	5.547	1
NA19120	NA19206	5.253	2
NA19120	NA19207	7.744	1
NA19120	NA19213	7.642	2
NA19120	NA19214	4.178	1
NA19120	NA19221	11.839	4
NA19120	NA19224	5.515	1
NA19120	NA19225	5.037	1
NA19120	NA19236	3.664	1
NA19120	NA19237	15.102	2
NA19120	NA19238	11.102	3
NA19120	NA19240	11.62	3
NA19120	NA19248	9.93	3
NA19120	NA19249	9.01	2
NA19120	NA19256	11.601	3
NA19120	NA19257	3.081	1
NA19121	NA18485	10.661	2
NA19121	NA18486	5.557	1
NA19121	NA18487	8.062	2
NA19121	NA18497	7.663	1
NA19121	NA18498	2.19	1
NA19121	NA18499	14.108	3
NA19121	NA18500	6.209	1
NA19121	NA18501	3.614	1
NA19121	NA18502	5.349	1
NA19121	NA18505	8.384	2
NA19121	NA18506	7.747	1
NA19121	NA18517	6.549	1
NA19121	NA18518	6.548	1
NA19121	NA18520	4.457	1
NA19121	NA18521	14.237	3
NA19121	NA18853	7.969	3
NA19121	NA18860	8.459	2
NA19121	NA18861	13.726	3
NA19121	NA18867	4.019	1
NA19121	NA18872	3.873	1
NA19121	NA18874	4.073	1
NA19121	NA18878	6.473	1
NA19121	NA18881	20.441	4
NA19121	NA18906	7.396	1
NA19121	NA18909	4.975	1
NA19121	NA18911	10.197	2
NA19121	NA18916	3.174	1
NA19121	NA18917	4.977	1
NA19121	NA18923	3.191	1
NA19121	NA18924	2.676	1
NA19121	NA18925	11.558	2
NA19121	NA18930	4.364	1
NA19121	NA18935	7.745	1
NA19121	NA19093	5.382	1
NA19121	NA19096	18.809	4
NA19121	NA19097	7.661	1
NA19121	NA19098	4.363	1
NA19121	NA19100	7.396	1
NA19121	NA19101	9.413	2
NA19121	NA19109	17.446	3
NA19121	NA19113	11.743	2
NA19121	NA19117	5.557	1
NA19121	NA19118	6.549	1
NA19121	NA19120	7.747	1
NA19121	NA19123	501.501	148
NA19121	NA19128	7.662	1
NA19121	NA19129	6.474	1
NA19121	NA19130	4.975	1
NA19121	NA19132	5.547	1
NA19121	NA19137	11.686	2
NA19121	NA19138	7.401	1
NA19121	NA19140	3.965	1
NA19121	NA19142	11.734	2
NA19121	NA19143	4.363	1
NA19121	NA19144	12.209	3
NA19121	NA19145	2.494	1
NA19121	NA19147	4.431	1
NA19121	NA19149	2.494	1
NA19121	NA19150	6.25	2
NA19121	NA19151	11.587	3
NA19121	NA19152	6.211	1
NA19121	NA19159	4.057	1
NA19121	NA19161	11.802	2
NA19121	NA19171	10.989	3
NA19121	NA19173	11.272	2
NA19121	NA19174	7.67	1
NA19121	NA19175	7.745	1
NA19121	NA19176	6.69	2
NA19121	NA19186	7.872	1
NA19121	NA19197	6.375	2
NA19121	NA19198	4.215	1
NA19121	NA19199	7.515	2
NA19121	NA19200	2.19	1
NA19121	NA19201	4.37	1
NA19121	NA19202	3.496	1
NA19121	NA19205	4.215	1
NA19121	NA19206	3.376	1
NA19121	NA19207	9.658	2
NA19121	NA19213	10.102	2
NA19121	NA19224	6.209	1
NA19121	NA19225	7.875	2
NA19121	NA19236	7.928	2
NA19121	NA19237	12.309	2
NA19121	NA19238	10.352	2
NA19121	NA19240	5.73	1
NA19121	NA19248	3.297	1
NA19121	NA19249	16.291	3
NA19121	NA19256	7.199	2
NA19122	NA18485	6.703	2
NA19122	NA18486	2.686	1
NA19122	NA18487	4.027	1
NA19122	NA18497	10.895	1
NA19122	NA18498	10.895	1
NA19122	NA18499	3.616	1
NA19122	NA18500	5.997	2
NA19122	NA18502	2.965	1
NA19122	NA18505	3.554	1
NA19122	NA18506	7.8	2
NA19122	NA18517	12.442	3
NA19122	NA18521	17.888	3
NA19122	NA18854	8.291	2
NA19122	NA18860	2.54	1
NA19122	NA18862	6.581	2
NA19122	NA18867	3.018	1
NA19122	NA18872	7.58	2
NA19122	NA18873	19.612	4
NA19122	NA18874	5.095	2
NA19122	NA18879	4.026	1
NA19122	NA18881	5.672	2
NA19122	NA18906	5.464	1
NA19122	NA18909	6.499	2
NA19122	NA18911	3.961	1
NA19122	NA18912	2.492	1
NA19122	NA18913	6.39	2
NA19122	NA18916	4.025	1
NA19122	NA18917	2.521	1
NA19122	NA18925	4.026	1
NA19122	NA18935	6.598	2
NA19122	NA19092	2.686	1
NA19122	NA19093	2.191	1
NA19122	NA19094	7.799	2
NA19122	NA19096	3.952	1
NA19122	NA19097	11.818	3
NA19122	NA19099	4.009	1
NA19122	NA19100	7.058	2
